Name,GUID,Length,Width,Start_Point,Mid_Point,End_Point,Building_Storey
Basic Wall:STB 130:2839696,0BZD7xrIL3h80Kncn0XbLS,3.95500000022352,0.12999999999999973,"[-0.45000000000000373, 4.364999999999975, -3.825]","[1.5275000001117562, 4.364999999999975, -3.825]","[3.505000000223516, 4.364999999999975, -3.825]",1. UG OK
Basic Wall:STB 130:2839769,0BZD7xrIL3h80Kncn0XbKL,4.089999999999808,0.12999999999999998,"[-0.1000000000000043, 4.299999999999974, -3.825]","[-0.1000000000000043, 2.25500000000007, -3.825]","[-0.1000000000000043, 0.21000000000016605, -3.825]",1. UG OK
Basic Wall:STB 300:2839934,0BZD7xrIL3h80Kncn0XbIo,4.089999999999809,0.30000000000000004,"[3.3550000002235154, 4.299999999999963, -3.825]","[3.3550000002235154, 2.255000000000059, -3.825]","[3.3550000002235154, 0.2100000000001545, -3.825]",1. UG OK
1. UG Zusatz 5:1. UG Zusatz 5:2840540,0BZD7xrIL3h80Kncn0XbOG,3.909999999552955,0.4149999999728039,"[3.5050000002235104, 1.4000000000001407, -3.825]","[5.459999999999988, 1.4000000000001407, -3.825]","[7.414999999776466, 1.4000000000001407, -3.825]",1. UG OK
1. UG Maschinenfundamente:1. UG Maschinenfundamente:2842646,1NlgeWqnbEgAJrf$5_aReB,1.1999999999999957,0.7999999999999914,"[44.4, 22.834999999999916, -3.825]","[44.4, 23.434999999999913, -3.825]","[44.4, 24.03499999999991, -3.825]",1. UG OK
1. UG Maschinenfundament 2:1. UG Maschinenfundament 2:2842693,1NlgeWqnbEgAJrf$5_aRfO,3.0749999999999726,2.134999894340539,"[52.53500010543594, 19.229999999999983, -3.825]","[52.53500010543594, 20.76749999999997, -3.825]","[52.53500010543594, 22.304999999999957, -3.825]",1. UG OK
1. UG Maschinenfundamente 3:1. UG Maschinenfundamente 3:2842792,1NlgeWqnbEgAJrf$5_aRgr,2.3500000000000076,1.099802436271971,"[55.29499999999998, 4.154999999999935, -3.825]","[56.469999999999985, 4.154999999999935, -3.825]","[57.64499999999999, 4.154999999999935, -3.825]",1. UG OK
Basic Wall:STB 450:2850730,1NlgeWqnbEgAJrf$5_aQMt,15.039999999999834,0.4499999999999995,"[-0.9000000000001686, 6.354999999999944, -6.96]","[6.619999999999748, 6.354999999999944, -6.96]","[14.139999999999665, 6.354999999999944, -6.96]",2. UG OK
Basic Wall:STB 450:2850980,1NlgeWqnbEgAJrf$5_aLgv,6.36999999999995,0.4500000000000016,"[13.914999999999665, 6.129999999999896, -6.96]","[13.914999999999665, 2.944999999999921, -6.96]","[13.914999999999665, -0.2400000000000544, -6.96]",2. UG OK
Basic Wall:STB 450:2852419,3ZUF3lqZbE_R_xCXUt8uKn,3.5899999999999963,0.4500000000000003,"[13.689999999999655, -0.015000000000051805, -6.96]","[11.894999999999657, -0.015000000000051805, -6.96]","[10.099999999999659, -0.015000000000051805, -6.96]",2. UG OK
Basic Wall:STB 450:2852792,3ZUF3lqZbE_R_xCXUt8uJA,6.379999999999975,0.44999999999999996,"[-0.6750000000001674, 6.129999999999944, -6.96]","[-0.6750000000001674, 2.9399999999999564, -6.96]","[-0.6750000000001674, -0.2500000000000311, -6.96]",2. UG OK
Basic Wall:STB 450:2852899,3ZUF3lqZbE_R_xCXUt8ujH,8.575000000000003,0.44999999999999996,"[-0.45000000000017776, -0.02500000000003076, -6.96]","[3.837499999999824, -0.02500000000003076, -6.96]","[8.124999999999826, -0.02500000000003076, -6.96]",2. UG OK
2. UG Wand:2. UG Wand:2855798,3ZUF3lqZbE_R_xCXUt8v04,14.739999999999844,3.306570213195904,"[-0.9000000000001778, -1.4900000000000657, -6.96]","[6.469999999999744, -1.4900000000000657, -6.96]","[13.839999999999666, -1.4900000000000657, -6.96]",2. UG OK
Basic Wall:STB 275:2857331,3ZUF3lqZbE_R_xCXUt8ve1,5.929999999999974,0.27500000000000036,"[3.3549999999999986, 6.129999999999931, -6.96]","[3.3549999999999986, 3.1649999999999436, -6.96]","[3.3549999999999986, 0.19999999999995666, -6.96]",2. UG OK
Basic Wall:STB 250:2857504,3ZUF3lqZbE_R_xCXUt8vbI,3.6675000000001665,0.25,"[-0.4500000000001739, 2.194274236320572, -6.96]","[1.3837499999999094, 2.194274236320572, -6.96]","[3.2174999999999927, 2.194274236320572, -6.96]",2. UG OK
Basic Wall:STB 275:2857623,3ZUF3lqZbE_R_xCXUt8vdb,4.739999999999974,0.2750000000000003,"[7.564999999999998, 6.129999999999916, -6.96]","[7.564999999999998, 3.7599999999999296, -6.96]","[7.564999999999998, 1.3899999999999428, -6.96]",2. UG OK
Basic Wall:STB 350:2861613,2onNBYzg9DgesTvnZK8d2j,8.492761855906986,0.35000000000000053,"[39.91, 6.2953606093034, -6.96]","[44.15638092795349, 6.2953606093034, -6.96]","[48.40276185590698, 6.2953606093034, -6.96]",2. UG OK
Basic Wall:STB 300:2861750,2onNBYzg9DgesTvnZK8d0s,6.350000000000002,0.3000000000000011,"[48.25276185590698, 6.120360609303375, -6.96]","[48.25276185590698, 2.9453606093033735, -6.96]","[48.25276185590698, -0.22963939069662764, -6.96]",2. UG OK
Basic Wall:STB 450:2861820,2onNBYzg9DgesTvnZK8d1y,4.142761855906988,0.44999999999999996,"[48.10276185590698, -0.0046393906966264685, -6.96]","[46.03138092795348, -0.0046393906966264685, -6.96]","[43.95999999999999, -0.0046393906966264685, -6.96]",2. UG OK
Basic Wall:STB 450:2862141,2onNBYzg9DgesTvnZK8dQz,4.349999999999999,0.44999999999999996,"[43.95999999999999, 0.0, -6.96]","[41.78499999999998, 0.0, -6.96]","[39.609999999999985, 0.0, -6.96]",2. UG OK
Basic Wall:STB 300:2862301,2onNBYzg9DgesTvnZK8dPT,6.254999999999929,0.30000000000000115,"[39.75999999999999, 0.22500000000001186, -6.96]","[39.75999999999999, 3.3524999999999765, -6.96]","[39.75999999999999, 6.479999999999941, -6.96]",2. UG OK
Basic Wall:STB 300:2864247,2onNBYzg9DgesTvnZK8cxt,1.3453606093034565,0.30000000000000115,"[41.85, 6.120360609303395, -6.96]","[41.85, 5.447680304651667, -6.96]","[41.85, 4.774999999999938, -6.96]",2. UG OK
Basic Wall:STB 300:2864492,2onNBYzg9DgesTvnZK8c$i,5.900000000000003,0.3000000000000014,"[43.95999999999999, 6.120360609303389, -6.96]","[43.95999999999999, 3.1703606093033874, -6.96]","[43.95999999999999, 0.22036060930338586, -6.96]",2. UG OK
2. UG Wände 2:2. UG Wände 2:2865908,2onNBYzg9DgesTvnZK8c1q,3.89999999999998,3.385000000460149,"[39.91, 1.3899999995397894, -6.96]","[41.859999999999985, 1.3899999995397894, -6.96]","[43.809999999999974, 1.3899999995397894, -6.96]",2. UG OK
Basic Wall:STB 380:2876018,0FDk06pTrBA9IAtpGYsuV7,6.175000000000002,0.3800000000000002,"[69.865, 19.11999999999995, 11.24]","[69.865, 22.207499999999953, 11.24]","[69.865, 25.294999999999952, 11.24]",3. OG OK
Basic Wall:STB 250:2876647,0FDk06pTrBA9IAtpGYsu5I,70.96000000000001,0.25000000000213346,"[70.06, 25.419999999999956, 11.24]","[34.58, 25.419999999999956, 11.24]","[-0.9000000000000057, 25.419999999999956, 11.24]",3. OG OK
Basic Wall:STB 500:2876997,0FDk06pTrBA9IAtpGYsuFm,12.634999999477715,0.5000000000000077,"[69.6, 19.119999999999955, 11.24]","[69.6, 12.802500000261098, 11.24]","[69.6, 6.4850000005222395, 11.24]",3. OG OK
Basic Wall:STB 260:2877285,0FDk06pTrBA9IAtpGYsuBG,7.03499999999996,0.2600000000000017,"[69.35000000000001, 18.989999999999956, 11.24]","[65.83250000000002, 18.989999999999956, 11.24]","[62.31500000000005, 18.989999999999956, 11.24]",3. OG OK
Basic Wall:STB 380:2877981,34bRVFXiL46v1h1tGS6fkJ,6.6691110131889735,0.3800000000000002,"[69.86999999999999, 6.48500000052224, 11.24]","[69.86999999999999, 3.1504444939277536, 11.24]","[69.86999999999999, -0.18411101266673313, 11.24]",3. OG OK
Basic Wall:STB 260:2878250,34bRVFXiL46v1h1tGS6fga,7.227499999999968,0.25999999999999934,"[69.67999999999999, 6.355000000522239, 11.24]","[66.06625000000001, 6.355000000522239, 11.24]","[62.45250000000002, 6.355000000522239, 11.24]",3. OG OK
Basic Wall:STB 250:2878936,34bRVFXiL46v1h1tGS6fnM,70.06,0.25000000000117706,"[69.68000000000002, -0.05911101266673078, 11.24]","[34.65000000000002, -0.05911101266673078, 11.24]","[-0.37999999999998124, -0.05911101266673078, 11.24]",3. OG OK
Basic Wall:STB 430:2879692,34bRVFXiL46v1h1tGS6e52,6.805000000219604,0.43,"[-0.6850000000000029, -0.45000000021967207, 11.24]","[-0.6850000000000029, 2.9524999998901293, 11.24]","[-0.6850000000000029, 6.354999999999931, 11.24]",3. OG OK
Basic Wall:STB 150:2880155,34bRVFXiL46v1h1tGS6eCL,25.464999999999993,0.14999999999999958,"[-0.7749999999999918, 6.354999999999932, 11.24]","[11.957500000000005, 6.354999999999932, 11.24]","[24.69, 6.354999999999932, 11.24]",3. OG OK
Basic Wall:STB 240:2881135,1PEWcECOn4cwbzm$mjxe6k,2.380000000000046,0.2399999999999975,"[67.33000000000004, 19.119999999999962, 11.24]","[67.33000000000004, 20.309999999999985, 11.24]","[67.33000000000004, 21.500000000000007, 11.24]",3. OG OK
Basic Wall:STB 240:2881474,1PEWcECOn4cwbzm$mjxe03,2.2249999999999446,0.2399999999999974,"[69.67499999999998, 21.379999999999995, 11.24]","[68.56250000000001, 21.379999999999995, 11.24]","[67.45000000000005, 21.379999999999995, 11.24]",3. OG OK
OG3_Ecke:OG3_Ecke:2883323,1PEWcECOn4cwbzm$mjxeaw,70.96,26.260000000439238,"[-0.9000000000000034, -0.45000000021967207, 11.24]","[34.57999999999999, -0.45000000021967207, 11.24]","[70.05999999999999, -0.45000000021967207, 11.24]",3. OG OK
Basic Wall:STB 150:2883477,1PEWcECOn4cwbzm$mjxeXK,6.15911101318897,0.1500000000000007,"[68.00416211295573, 6.225000000522244, 11.24]","[68.00416211295573, 3.145444493927759, 11.24]","[68.00416211295573, 0.06588898733327397, 11.24]",3. OG OK
Basic Wall:STB 150:2883644,1PEWcECOn4cwbzm$mjwNVz,1.6008378870443023,0.15000000000000002,"[68.07916211295571, 1.6252668170439548, 11.24]","[68.87958105647786, 1.6252668170439548, 11.24]","[69.68000000000002, 1.6252668170439548, 11.24]",3. OG OK
Basic Wall:STB 210:2884230,1PEWcECOn4cwbzm$mjwNL7,18.392500000000037,0.21000000000000002,"[62.45250000000002, 6.330000000522262, 11.24]","[53.25625000000001, 6.330000000522262, 11.24]","[44.05999999999999, 6.330000000522262, 11.24]",3. OG OK
Basic Wall:STB 250:2884511,1PEWcECOn4cwbzm$mjwNHU,5.035000000982528,0.24999999999999514,"[43.93499999999998, 6.435000000522322, 11.24]","[43.93499999999998, 3.9175000000310582, 11.24]","[43.93499999999998, 1.3999999995397943, 11.24]",3. OG OK
Basic Wall:STB 150:2884919,1PEWcECOn4cwbzm$mjwNBs,18.81500000000006,0.15000000000000008,"[44.059999999999974, 1.7449999999999999, 11.24]","[53.4675, 1.7449999999999999, 11.24]","[62.875000000000036, 1.7449999999999999, 11.24]",3. OG OK
Basic Wall:STB 150:2885027,1PEWcECOn4cwbzm$mjwN9Y,4.405000000522322,0.15000000000000055,"[62.80000000000003, 1.819999999999939, 11.24]","[62.80000000000003, 4.0225000002611, 11.24]","[62.80000000000003, 6.225000000522261, 11.24]",3. OG OK
Basic Wall:STB 150:2885211,21i13SMvX8o9BGT3o36WKh,4.405000000522323,0.15000000000000055,"[59.49500000000002, 6.2250000005222725, 11.24]","[59.49500000000002, 4.022500000261111, 11.24]","[59.49500000000002, 1.8199999999999497, 11.24]",3. OG OK
Basic Wall:STB 150:2885345,21i13SMvX8o9BGT3o36WMH,4.405000000522322,0.15000000000000055,"[54.64000000000001, 6.225000000522288, 11.24]","[54.64000000000001, 4.022500000261127, 11.24]","[54.64000000000001, 1.8199999999999656, 11.24]",3. OG OK
Basic Wall:STB 150:2885455,21i13SMvX8o9BGT3o36WG$,4.405000000522322,0.15000000000000055,"[49.7940447489184, 6.225000000522303, 11.24]","[49.7940447489184, 4.022500000261141, 11.24]","[49.7940447489184, 1.8199999999999807, 11.24]",3. OG OK
Basic Wall:STB 350:2886151,21i13SMvX8o9BGT3o36Wbt,4.389999999999981,0.35000000000000064,"[39.419999999999995, 6.254999999999931, 11.24]","[41.61499999999998, 6.254999999999931, 11.24]","[43.809999999999974, 6.254999999999931, 11.24]",3. OG OK
Basic Wall:STB 250:2886489,21i13SMvX8o9BGT3o36WWf,1.760007306081537,0.24999999999999517,"[39.545, 6.079999999999932, 11.24]","[39.545, 5.199996346959163, 11.24]","[39.545, 4.319992693918395, 11.24]",3. OG OK
Basic Wall:STB 250:2886806,21i13SMvX8o9BGT3o36W$c,3.17000000044347,0.24999999999999514,"[39.78499999999999, 4.5699999999999275, 11.24]","[39.78499999999999, 2.9849999997781924, 11.24]","[39.78499999999999, 1.3999999995564574, 11.24]",3. OG OK
Basic Wall:STB 150:2887051,21i13SMvX8o9BGT3o36Wxx,2.139999999999926,0.15000000000000055,"[40.93999999999999, 4.77999999999993, 11.24]","[40.93999999999999, 3.709999999999967, 11.24]","[40.93999999999999, 2.640000000000004, 11.24]",3. OG OK
Basic Wall:STB 150:2887098,21i13SMvX8o9BGT3o36WxA,1.8399999999999974,0.14999999999999947,"[41.014999999999986, 2.715000000000004, 11.24]","[41.93499999999999, 2.715000000000004, 11.24]","[42.85499999999998, 2.715000000000004, 11.24]",3. OG OK
Basic Wall:STB 150:2887161,21i13SMvX8o9BGT3o36Ww9,1.989999999999932,0.15000000000000055,"[42.77999999999999, 2.789999999999998, 11.24]","[42.77999999999999, 3.7849999999999637, 11.24]","[42.77999999999999, 4.77999999999993, 11.24]",3. OG OK
Basic Wall:STB 100:2887426,21i13SMvX8o9BGT3o36Wno,1.6899999999999968,0.1,"[42.704999999999984, 4.610000000000001, 11.24]","[41.859999999999985, 4.610000000000001, 11.24]","[41.014999999999986, 4.610000000000001, 11.24]",3. OG OK
Basic Wall:STB 0600:2887571,21i13SMvX8o9BGT3o36WpZ,1.2799999999999991,0.06000000000000373,"[40.02000000000001, 1.399999999539787, 11.24]","[40.02000000000001, 0.7599999995397874, 11.24]","[40.02000000000001, 0.1199999995397878, 11.24]",3. OG OK
Basic Wall:STB 100:2887894,21i13SMvX8o9BGT3o36XEc,1.6191110131889697,0.10000000000000327,"[37.239999999999995, 1.685000000522343, 11.24]","[37.239999999999995, 0.8754444939278583, 11.24]","[37.239999999999995, 0.06588898733337345, 11.24]",3. OG OK
Basic Wall:STB 210:2888145,21i13SMvX8o9BGT3o36XAX,14.729999999999999,0.21000000000000005,"[39.419999999999995, 6.330000000522336, 11.24]","[32.05499999999999, 6.330000000522336, 11.24]","[24.689999999999998, 6.330000000522336, 11.24]",3. OG OK
Basic Wall:STB 380:2888572,21i13SMvX8o9BGT3o36X0C,6.159111013188971,0.3800000000000003,"[24.970000000000002, 6.225000000522384, 11.24]","[24.970000000000002, 3.145444493927898, 11.24]","[24.970000000000002, 0.06588898733341253, 11.24]",3. OG OK
Basic Wall:STB 150:2889032,21i13SMvX8o9BGT3o36XOu,4.540000000000001,0.15000000000000055,"[37.53499999999999, 6.225000000522343, 11.24]","[37.53499999999999, 3.9550000005223422, 11.24]","[37.53499999999999, 1.6850000005223418, 11.24]",3. OG OK
Basic Wall:STB 150:2889198,21i13SMvX8o9BGT3o36XQU,12.299999999999985,0.15000000000000047,"[37.45999999999998, 1.7600000005223424, 11.24]","[31.309999999999988, 1.7600000005223424, 11.24]","[25.159999999999997, 1.7600000005223424, 11.24]",3. OG OK
Basic Wall:STB 150:2889284,21i13SMvX8o9BGT3o36XKq,4.390000000000001,0.15000000000000055,"[32.755, 6.225000000522358, 11.24]","[32.755, 4.0300000005223575, 11.24]","[32.755, 1.8350000005223572, 11.24]",3. OG OK
Basic Wall:STB 150:2889371,21i13SMvX8o9BGT3o36XNh,4.3900000000000015,0.15000000000000055,"[27.895, 6.225000000522375, 11.24]","[27.895, 4.030000000522374, 11.24]","[27.895, 1.8350000005223732, 11.24]",3. OG OK
Basic Wall:STB 150:2889475,21i13SMvX8o9BGT3o36XHp,13.945000000000022,0.15000000000000047,"[24.779999999999998, 1.7600000005223833, 11.24]","[17.807499999999987, 1.7600000005223833, 11.24]","[10.834999999999976, 1.7600000005223833, 11.24]",3. OG OK
Basic Wall:STB 150:2889568,21i13SMvX8o9BGT3o36XGG,4.444999999477532,0.15000000000000055,"[18.880000000000006, 6.279999999999934, 11.24]","[18.880000000000006, 4.057500000261168, 11.24]","[18.880000000000006, 1.8350000005224016, 11.24]",3. OG OK
Basic Wall:STB 150:2889619,21i13SMvX8o9BGT3o36XJZ,4.44499999947752,0.15000000000000055,"[15.309999999999999, 6.279999999999934, 11.24]","[15.309999999999999, 4.057500000261173, 11.24]","[15.309999999999999, 1.835000000522414, 11.24]",3. OG OK
Basic Wall:STB 200:2889733,21i13SMvX8o9BGT3o36Xjr,4.4449999994775045,0.19999999999999785,"[10.934999999999983, 6.279999999999933, 11.24]","[10.934999999999983, 4.0575000002611805, 11.24]","[10.934999999999983, 1.8350000005224283, 11.24]",3. OG OK
Basic Wall:STB 280:2890192,0cRt11tnT1wgDwq0Rkr264,3.307500000048702,0.27999999999999914,"[7.554999999999997, 4.737499999999926, 11.24]","[7.554999999999997, 3.0837499999755753, 11.24]","[7.554999999999997, 1.429999999951224, 11.24]",3. OG OK
Basic Wall:STB 280:2890263,0cRt11tnT1wgDwq0Rkr293,0.29411101266652945,0.27999999999999914,"[7.544999999074336, 0.359999999999999, 11.24]","[7.544999999074336, 0.21294449366673426, 11.24]","[7.544999999074336, 0.06588898733346954, 11.24]",3. OG OK
Basic Wall:STB 280:2890389,0cRt11tnT1wgDwq0Rkr2B1,1.940000000000002,0.27999999999999925,"[7.824999999999985, 6.279999999999933, 11.24]","[7.824999999999985, 5.309999999999931, 11.24]","[7.824999999999985, 4.339999999999931, 11.24]",3. OG OK
Basic Wall:STB 140:2890514,0cRt11tnT1wgDwq0Rkr2D6,1.0699999999674614,0.14000000000000073,"[7.615000000811983, 1.4299999999674602, 11.24]","[7.615000000811983, 0.8949999999837295, 11.24]","[7.615000000811983, 0.35999999999999877, 11.24]",3. OG OK
Basic Wall:STB 240:2890972,0cRt11tnT1wgDwq0Rkr2I8,4.339111019893136,0.2399999999999996,"[3.3800000000000177, 0.06588898733348314, 11.24]","[3.3800000000000177, 2.235444497280051, 11.24]","[3.3800000000000177, 4.405000007226619, 11.24]",3. OG OK
Basic Wall:STB 280:2891401,0cRt11tnT1wgDwq0Rkr2RT,3.7300000000000213,0.28000000000000036,"[3.260000000000025, 4.265000007226619, 11.24]","[1.3950000000000145, 4.265000007226619, 11.24]","[-0.4699999999999962, 4.265000007226619, 11.24]",3. OG OK
Basic Wall:STB 100:2891578,0cRt11tnT1wgDwq0Rkr2Tk,2.050000007226626,0.1,"[1.5300000020894307, 4.125000007226625, 11.24]","[1.5300000020894307, 3.100000003613312, 11.24]","[1.5300000020894307, 2.074999999999999, 11.24]",3. OG OK
Basic Wall:STB 100:2891654,0cRt11tnT1wgDwq0Rkr2VI,1.9500000020894264,0.1,"[1.4800000020894273, 2.0749999999999997, 11.24]","[0.5050000010447141, 2.0749999999999997, 11.24]","[-0.4699999999999991, 2.0749999999999997, 11.24]",3. OG OK
Basic Wall:STB 0500:2893681,0cRt11tnT1wgDwq0Rkr1yb,2.0000000072266255,0.05,"[-0.3449999979105722, 2.1250000000000053, 11.24]","[-0.3449999979105722, 3.125000003613318, 11.24]","[-0.3449999979105722, 4.125000007226631, 11.24]",3. OG OK
Basic Wall:STB 0500:2893759,0cRt11tnT1wgDwq0Rkr1$h,0.10000000208942679,0.04999999999999973,"[-0.4699999999999983, 2.459999999999939, 11.24]","[-0.41999999895528495, 2.459999999999939, 11.24]","[-0.36999999791057153, 2.459999999999939, 11.24]",3. OG OK
Basic Wall:STB 0500:2893883,0cRt11tnT1wgDwq0Rkr11l,1.7999999999999996,0.04999999999999973,"[-0.31999999791057177, 2.459999999999939, 11.24]","[0.580000002089428, 2.459999999999939, 11.24]","[1.4800000020894277, 2.459999999999939, 11.24]",3. OG OK
Basic Wall:STB 0500:2893948,0cRt11tnT1wgDwq0Rkr10e,1.6799999979105944,0.05000000000000009,"[1.5800000020894274, 2.2899999999999974, 11.24]","[2.4200000010447247, 2.2899999999999974, 11.24]","[3.260000000000022, 2.2899999999999974, 11.24]",3. OG OK
Basic Wall:STB 0500:2894008,0cRt11tnT1wgDwq0Rkr13i,1.8100000072266276,0.04999999999999946,"[3.12, 2.3149999999999924, 11.24]","[3.12, 3.2200000036133063, 11.24]","[3.12, 4.12500000722662, 11.24]",3. OG OK
Basic Wall:STB 0500:2894066,0cRt11tnT1wgDwq0Rkr12c,0.25999999791057526,0.05,"[1.480000002089427, 2.0499999999999994, 11.24]","[1.6100000010447149, 2.0499999999999994, 11.24]","[1.7400000000000024, 2.0499999999999994, 11.24]",3. OG OK
Basic Wall:STB 0500:2894116,0cRt11tnT1wgDwq0Rkr15m,0.1899999999999985,0.05,"[1.7150000000000023, 2.074999999999999, 11.24]","[1.7150000000000023, 2.169999999999998, 11.24]","[1.7150000000000023, 2.2649999999999975, 11.24]",3. OG OK
Basic Wall:STB 0500:2894180,0cRt11tnT1wgDwq0Rkr14m,0.23999999999999772,0.04999999999999946,"[2.574999999999991, 2.264999999999995, 11.24]","[2.574999999999991, 2.144999999999996, 11.24]","[2.574999999999991, 2.0249999999999972, 11.24]",3. OG OK
Basic Wall:STB 0500:2894228,0cRt11tnT1wgDwq0Rkr170,0.6600000000000313,0.05,"[2.59999999999999, 2.0499999999999967, 11.24]","[2.9300000000000055, 2.0499999999999967, 11.24]","[3.260000000000021, 2.0499999999999967, 11.24]",3. OG OK
Basic Wall:STB 0500:2894293,0cRt11tnT1wgDwq0Rkr161,1.8250000000000004,0.04999999999999946,"[3.1199999999999926, 2.0249999999999955, 11.24]","[3.1199999999999926, 1.1124999999999954, 11.24]","[3.1199999999999926, 0.19999999999999507, 11.24]",3. OG OK
Basic Wall:STB 0500:2894367,0cRt11tnT1wgDwq0Rkr19B,0.80000000000002,0.05000000000000002,"[3.260000000000018, 0.1749999999999946, 11.24]","[2.8600000000000083, 0.1749999999999946, 11.24]","[2.459999999999998, 0.1749999999999946, 11.24]",3. OG OK
Basic Wall:STB 0500:2894476,0cRt11tnT1wgDwq0Rkr1BO,1.569999999999996,0.05,"[1.179999999999998, 0.17499999999999935, 11.24]","[0.3949999999999999, 0.17499999999999935, 11.24]","[-0.3899999999999981, 0.17499999999999935, 11.24]",3. OG OK
Basic Wall:STB 0500:2894544,0cRt11tnT1wgDwq0Rkr1A4,1.8250000000000015,0.05,"[-0.32999999993006174, 0.20000000000000404, 11.24]","[-0.32999999993006174, 1.112500000000005, 11.24]","[-0.32999999993006174, 2.0250000000000057, 11.24]",3. OG OK
Basic Wall:STB 0250:2894814,0cRt11tnT1wgDwq0Rkr1EA,1.8250000000000013,0.025000000000000046,"[0.9575000000699478, 2.0250000000000012, 11.24]","[0.9575000000699478, 1.1125000000000007, 11.24]","[0.9575000000699478, 0.19999999999999996, 11.24]",3. OG OK
Basic Wall:STB 0250:2894941,0cRt11tnT1wgDwq0Rkr1G9,1.2500000000000067,0.025,"[0.9450000000699463, 1.0999999997525691, 11.24]","[0.320000000069943, 1.0999999997525691, 11.24]","[-0.30499999993006033, 1.0999999997525691, 11.24]",3. OG OK
Basic Wall:STB 125:2895269,0cRt11tnT1wgDwq0Rkr1Nn,0.4700000000000026,0.125,"[-0.8374999999999919, 6.354999999999932, 11.24]","[-0.8374999999999919, 6.589999999999933, 11.24]","[-0.8374999999999919, 6.8249999999999345, 11.24]",3. OG OK
Basic Wall:STB 125:2895464,0cRt11tnT1wgDwq0Rkr1Oy,0.39999999999999175,0.12499999999999974,"[-0.8999999999999913, 6.8874999999999345, 11.24]","[-0.6999999999999954, 6.8874999999999345, 11.24]","[-0.4999999999999995, 6.8874999999999345, 11.24]",3. OG OK
Basic Wall:STB 140:2895747,1tctSVJqT28ua79UjIH_M_,11.98000000000003,0.13999999999999999,"[-0.4300000000000003, 6.42999999999993, 11.24]","[-0.4300000000000003, 12.419999999999945, 11.24]","[-0.4300000000000003, 18.40999999999996, 11.24]",3. OG OK
Basic Wall:STB 380:2902859,3wJ3aq5arE4A5UCMR0ocDt,6.215000000000184,0.37999999999999995,"[-0.7100000000000103, 25.295000000000183, 11.24]","[-0.7100000000000103, 22.187500000000092, 11.24]","[-0.7100000000000103, 19.08, 11.24]",3. OG OK
Basic Wall:STB 150:2903154,3wJ3aq5arE4A5UCMR0ocHE,4.215000000000181,0.15000000000000008,"[0.955000002584998, 25.29500000000018, 11.24]","[0.955000002584998, 23.18750000000009, 11.24]","[0.955000002584998, 21.08, 11.24]",3. OG OK
Basic Wall:STB 150:2903215,3wJ3aq5arE4A5UCMR0ocIJ,1.4000000025850086,0.15000000000000058,"[0.8800000025849914, 21.154999999999998, 11.24]","[0.18000000129248717, 21.154999999999998, 11.24]","[-0.5200000000000171, 21.154999999999998, 11.24]",3. OG OK
Basic Wall:STB 150:2903292,3wJ3aq5arE4A5UCMR0ocJ0,1.4000000025850088,0.15000000000000055,"[0.8800000025849943, 22.810000000000002, 11.24]","[0.18000000129248994, 22.810000000000002, 11.24]","[-0.5200000000000145, 22.810000000000002, 11.24]",3. OG OK
Basic Wall:STB 150:2903424,3wJ3aq5arE4A5UCMR0ocMy,4.535000000000013,0.14999999999999947,"[2.7000000025849964, 23.615000000000002, 11.24]","[2.7000000025849964, 21.347499999999997, 11.24]","[2.7000000025849964, 19.07999999999999, 11.24]",3. OG OK
Basic Wall:STB 150:2903616,3wJ3aq5arE4A5UCMR0ocPy,25.282500002585007,0.1500000000000006,"[-0.36000000000001375, 19.005, 11.24]","[12.28125000129249, 19.005, 11.24]","[24.922500002584993, 19.005, 11.24]",3. OG OK
Basic Wall:STB 150:2903700,3wJ3aq5arE4A5UCMR0ocQe,4.3850000000000104,0.1500000000000007,"[14.754999999999992, 23.464999999999964, 11.24]","[14.754999999999992, 21.272499999999958, 11.24]","[14.754999999999992, 19.079999999999956, 11.24]",3. OG OK
Basic Wall:STB 150:2903766,3wJ3aq5arE4A5UCMR0ocRg,4.385000000000008,0.1500000000000007,"[21.92999999999999, 23.464999999999936, 11.24]","[21.92999999999999, 21.27249999999993, 11.24]","[21.92999999999999, 19.079999999999927, 11.24]",3. OG OK
Basic Wall:STB 150:2903874,3wJ3aq5arE4A5UCMR0ocT_,4.385000000000012,0.15000000000000058,"[11.139999999999986, 23.464999999999975, 11.24]","[11.139999999999986, 21.27249999999997, 11.24]","[11.139999999999986, 19.079999999999963, 11.24]",3. OG OK
Basic Wall:STB 150:2903952,3wJ3aq5arE4A5UCMR0ocUi,4.3850000000000104,0.15000000000000058,"[7.5249999999999915, 23.464999999999986, 11.24]","[7.5249999999999915, 21.27249999999998, 11.24]","[7.5249999999999915, 19.079999999999977, 11.24]",3. OG OK
Basic Wall:STB 150:2904069,3wJ3aq5arE4A5UCMR0odWv,21.985000000000007,0.15000000000000066,"[2.775000002584996, 23.540000000000003, 11.24]","[13.767500002584999, 23.540000000000003, 11.24]","[24.760000002585002, 23.540000000000003, 11.24]",3. OG OK
Basic Wall:STB 0250:2904239,3wJ3aq5arE4A5UCMR0odYJ,2.354999999999993,0.025,"[-0.4874999974150015, 25.240000000000002, 11.24]","[-0.4874999974150015, 24.062500000000007, 11.24]","[-0.4874999974150015, 22.88500000000001, 11.24]",3. OG OK
