Name,GUID,Length,Width,Start_Point,Mid_Point,End_Point,Building_Storey
Basic Wall:STB 150:2915184,2xha1EVebBy8ZbcTVjtfL9,4.344999999999852,0.15000000000000055,"[42.49000000334286, 23.464999999999872, 11.24]","[42.49000000334286, 21.292499999999947, 11.24]","[42.49000000334286, 19.12000000000002, 11.24]",3. OG OK
Basic Wall:STB 150:2915268,2xha1EVebBy8ZbcTVjtfNz,4.344999999999855,0.15000000000000055,"[35.215000001671484, 23.464999999999897, 11.24]","[35.215000001671484, 21.29249999999997, 11.24]","[35.215000001671484, 19.12000000000004, 11.24]",3. OG OK
Basic Wall:STB 150:2915388,2xha1EVebBy8ZbcTVjtf85,4.344999999999852,0.15000000000000055,"[30.365000005014387, 23.46499999999991, 11.24]","[30.365000005014387, 21.292499999999983, 11.24]","[30.365000005014387, 19.120000000000058, 11.24]",3. OG OK
Basic Wall:STB 0600:2915534,2xha1EVebBy8ZbcTVjtfBt,1.6250000000000941,0.06000000000000373,"[32.7534151416981, 25.24, 11.24]","[32.7534151416981, 24.427499999999952, 11.24]","[32.7534151416981, 23.614999999999903, 11.24]",3. OG OK
Basic Wall:STB 0600:2915656,2xha1EVebBy8ZbcTVjtfDn,1.6250000000001936,0.06000000000000373,"[62.775000002585, 25.240000000000002, 11.24]","[62.775000002585, 24.427499999999906, 11.24]","[62.775000002585, 23.61499999999981, 11.24]",3. OG OK
Basic Wall:STB 125:2915869,2xha1EVebBy8ZbcTVjtf0a,1.1258857277671888,0.12499999999999757,"[66.58088572776718, 23.37750000015848, 11.24]","[66.01794286388359, 23.37750000015848, 11.24]","[65.455, 23.37750000015848, 11.24]",3. OG OK
Basic Wall:STB 150:2919538,2$5Q5d1cv7IBTYgE9epTuV,2.1700000025849517,0.15000000000000055,"[62.655000002585005, 22.125000000000004, 11.24]","[61.57000000129253, 22.125000000000004, 11.24]","[60.485000000000056, 22.125000000000004, 11.24]",3. OG OK
Basic Wall:STB 0500:2923253,2$5Q5d1cv7IBTYgE9epSYO,1.6199999999999999,0.0499999999999995,"[2.784999999999994, 25.235000000000003, 11.24]","[2.784999999999994, 24.425000000000004, 11.24]","[2.784999999999994, 23.615000000000002, 11.24]",3. OG OK
Basic Wall:STB 140:3076717,0W4jBZGp1B88T7$Zl5xzWn,2.5900000007044617,0.13999999999999962,"[44.059999999999995, 2.724999999999971, 4.619999999999999]","[45.35500000035223, 2.724999999999971, 4.619999999999999]","[46.65000000070446, 2.724999999999971, 4.619999999999999]",1. OG OK
Basic Wall:STB 140:3077207,2eCNYA6Cf1VPnLzmYlvnLN,2.5900000007044617,0.13999999999999962,"[44.059999999999995, 4.334999999999976, 4.619999999999999]","[45.35500000035223, 4.334999999999976, 4.619999999999999]","[46.65000000070446, 4.334999999999976, 4.619999999999999]",1. OG OK
Basic Wall:STB 400:3079085,08og38$Q11V9Gd90lq6$Ns,2.7900000000000196,0.3999999999999957,"[62.51999999999999, 16.059999999999945, 0.0]","[62.51999999999999, 17.454999999999956, 0.0]","[62.51999999999999, 18.849999999999966, 0.0]",EG OK
Basic Wall:STB 365:3079989,08og38$Q11V9Gd90lq6$5k,2.349404782665076,0.36500000000000266,"[64.24610859084153, 16.526265836045955, 0.0]","[64.35097056474319, 17.696278517443822, 0.0]","[64.45583253864486, 18.86629119884169, 0.0]",EG OK
Basic Wall:STB 365:3081744,34tzmywLnAiAU4ZoTkoBht,0.9550000000010477,0.36500000000000044,"[40.86500000000105, 4.26249999999994, -6.96]","[40.38750000000052, 4.26249999999994, -6.96]","[39.91, 4.26249999999994, -6.96]",2. UG OK
Basic Wall:STB 240:3085357,37YpOTh7bEnRuV_vNvV_tR,1.1999999999999957,0.24000000000000177,"[39.83982182179975, 17.174999999999947, -3.825]","[39.23982182179975, 17.174999999999947, -3.825]","[38.63982182179976, 17.174999999999947, -3.825]",1. UG OK
Basic Wall:STB 160:3090545,37YpOTh7bEnRuV_vNvVz67,1.6900000000000055,0.16000000000000075,"[42.704999999999984, 4.639999999999999, 4.619999999999999]","[41.859999999999985, 4.639999999999999, 4.619999999999999]","[41.01499999999998, 4.639999999999999, 4.619999999999999]",1. OG OK
Basic Wall:STB 160:3090797,3LSZjRJGH9IxZcstBmEn7Y,1.6900000000000144,0.16000000000000075,"[42.7006266372375, 4.635888987333271, 7.929999999999999]","[41.85562663723749, 4.635888987333271, 7.929999999999999]","[41.010626637237486, 4.635888987333271, 7.929999999999999]",2. OG OK
Basic Wall:STB 140:3091085,3LSZjRJGH9IxZcstBmEn82,1.854999999999994,0.13999999999999962,"[44.595, 4.334999999999963, 7.929999999999999]","[45.522499999999994, 4.334999999999963, 7.929999999999999]","[46.449999999999996, 4.334999999999963, 7.929999999999999]",2. OG OK
